folder_bucket,path,line_count,review_status,suggested_action,accuracy_risk,duplicate_findings,required_tests_before,required_tests_after
examples,examples/naa_ann_comparison.py,628,baseline-captured,refactor,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/njoy_processing_example.py,280,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/nuclear_data_interface_example.py,395,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/reactor_dosimetry_workflow.py,862,baseline-captured,refactor,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/run_comprehensive_benchmark.py,621,baseline-captured,refactor,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/run_full_demo.py,351,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/sigphi_saturation_demo.py,69,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/spectroscopy_data/152Eu_peaks.yaml,19,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/spectroscopy_data/152Eu_point_source.yaml,44,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/spectroscopy_data/background_peaks.yaml,11,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/staysl_interop_demo.py,277,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/staysl_reporting_demo.py,320,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/test_flux_wire_analysis.py,621,baseline-captured,refactor,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/triga_k0naa_workflow.py,774,baseline-captured,refactor,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/unfolding_benchmark/README.md,57,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/unfolding_benchmark/reference_gravel.py,54,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/unfolding_benchmark/reference_mlem.py,41,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/unfolding_benchmark/run_benchmark.py,400,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
examples,examples/validation/attenuation_demo.py,21,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
examples,examples/validation/calibration_fit_demo.py,48,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
examples,examples/validation/compare_peakfinder_reference.py,31,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
examples,examples/validation/compare_pra_reference_peaks.py,40,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
examples,examples/validation/cross_section_demo.py,24,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
examples,examples/validation/flux_unfolding_10bin_regression.py,309,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
examples,examples/validation/flux_wire_parity.py,192,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
examples,examples/validation/iec_read_demo.py,34,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
examples,examples/validation/spectrum_io_parity.py,93,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
examples,examples/verify_real_data.py,185,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
pyproject.toml,pyproject.toml,69,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
setup.cfg,setup.cfg,44,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/__init__.py,72,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/_tensorflow_env.py,85,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/analysis/__init__.py,381,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/astm_e2005.py,201,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/astm_e261.py,299,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/astm_e262.py,534,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/astm_e3376.py,61,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/attenuation_tools.py,74,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/auto_calibration.py,419,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/detector_calibration.py,175,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/efficiency_models.py,112,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/ensdf_matching.py,597,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/flux_unfold.py,1118,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/flux_wire_analysis.py,2792,baseline-captured,split,high,hotspot-size,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/flux_wire_selection.py,978,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/hpge_processor.py,687,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/k0_naa.py,1123,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/k0_physics.py,13,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/k0_workflow.py,1395,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/line_search.py,85,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/naa_ann.py,1330,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/peak_finders.py,1081,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/peakfit.py,2095,baseline-captured,split,high,hotspot-size,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/robustness.py,572,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/segmented_detection.py,477,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/spectroscopy_tools.py,111,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/spectrum_math.py,403,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/analysis/stopping_tools.py,40,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/cli/__init__.py,2,baseline-captured,keep,medium,none flagged yet,tests/test_cli_app.py,tests/test_cli_app.py
src/fluxforge,src/fluxforge/cli/app.py,3501,baseline-captured,split,medium,3.5k-line CLI monolith that should be grouped by subcommand family,tests/test_cli_app.py,tests/test_cli_app.py
src/fluxforge,src/fluxforge/core/__init__.py,50,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/core/linalg.py,175,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/core/prior_covariance.py,541,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/core/provenance.py,341,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/core/response.py,61,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/core/runtime.py,44,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/core/sample.py,477,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/core/schemas.py,421,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/core/spectrum_ops.py,637,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/core/validation.py,524,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/corrections/__init__.py,12,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/corrections/coincidence.py,536,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/corrections/covers.py,1216,baseline-captured,refactor,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/corrections/gamma_attenuation.py,556,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/corrections/self_shielding.py,523,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/data/__init__.py,228,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/attenuation_components.py,116,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/crosssections.py,768,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/efficiency.py,629,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/efficiency_models.py,279,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/elements.py,307,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/endf_covariance.py,815,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/flux_wire_catalog.py,83,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/flux_wire_unfolding.py,90,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/gamma_database.py,505,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/irdff.py,1710,baseline-captured,split,high,hotspot-size,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/irdff_access.py,949,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/isotope_names.py,93,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/k0_library.py,539,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/kayzero_k0.py,1192,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/materials.py,827,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/njoy.py,644,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/nndc.py,571,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/nuclear_data.py,675,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/nuclear_data_sources.py,432,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/rafm_decay.py,46,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/rafm_profile.py,71,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/thermal_scattering.py,512,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/data/xcom.py,921,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/evaluation/gma_workflow.py,665,baseline-captured,refactor,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/examples/README.md,68,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
src/fluxforge,src/fluxforge/examples/__init__.py,14,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
src/fluxforge,src/fluxforge/examples/flux_wire/batch_compare_spectra.py,1551,baseline-captured,split,low,hotspot-size,lint + path/reference checks,lint + path/reference checks
src/fluxforge,src/fluxforge/examples/flux_wire/flux_wire_spectrum_analysis.py,3021,baseline-captured,split,low,hotspot-size,lint + path/reference checks,lint + path/reference checks
src/fluxforge,src/fluxforge/examples/rafm_workflow.py,4212,baseline-captured,split,low,hotspot-size,lint + path/reference checks,lint + path/reference checks
src/fluxforge,src/fluxforge/io/__init__.py,229,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/alara.py,1026,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/artifacts.py,960,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/calibration_text.py,77,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/cnf.py,515,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/csv_readers.py,211,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/flux_wire.py,921,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/genie.py,554,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/hpge.py,657,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/iec.py,176,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/interop.py,572,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/mcnp.py,639,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/metadata.py,65,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/n42.py,706,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/openmc.py,526,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/pra.py,126,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/spe.py,687,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/io/spectrum_export.py,536,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/k0_physics.py,60,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/physics/__init__.py,132,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/activation.py,202,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/attenuation.py,103,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/decay_chain.py,538,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/decay_inventory.py,483,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/decay_library.py,123,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/dose.py,395,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/gamma_spectrum.py,859,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/neutron_corrections.py,784,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/nuclides.py,517,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/sigphi.py,540,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/stacked_target.py,524,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/physics/stopping_power.py,587,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/plots/__init__.py,75,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/plots/activation.py,928,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/plots/master_suite.py,346,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/plots/spectrum_inspection.py,116,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/plots/unfolding.py,1102,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/reporting/__init__.py,703,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/solvers/__init__.py,77,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/solvers/advanced.py,676,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/solvers/advanced_unfolding.py,682,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/solvers/gls.py,465,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/solvers/iterative.py,507,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/solvers/mcmc.py,405,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/solvers/regularized.py,567,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/solvers/rmle.py,1170,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/solvers/test_statistics.py,662,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/triga/__init__.py,85,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/triga/cd_ratio.py,690,baseline-captured,refactor,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/triga/k0.py,1078,baseline-captured,refactor,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/triga/reconcile.py,611,baseline-captured,refactor,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/uncertainty/__init__.py,2,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/uncertainty/budget.py,703,baseline-captured,refactor,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/uncertainty/mc.py,39,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/unfold/__init__.py,37,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/unfold/_types.py,62,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/unfold/gamma_rmle.py,236,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/unfold/neutron_ibu.py,314,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/validation/__init__.py,9,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/validation/metrics.py,75,baseline-captured,keep,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/validation/transport_comparison.py,674,baseline-captured,refactor,high,none flagged yet,targeted domain tests + full regression subset,targeted domain tests + full regression subset
src/fluxforge,src/fluxforge/workflows/__init__.py,41,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/workflows/activation_pipeline.py,593,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/workflows/astm_inl_dosimetry.py,170,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/workflows/batch_processing.py,527,baseline-captured,keep,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge,src/fluxforge/workflows/spectrum_unfolding.py,802,baseline-captured,refactor,medium,none flagged yet,relevant targeted tests,relevant targeted tests
src/fluxforge_gui,src/fluxforge_gui/__init__.py,6,baseline-captured,keep,medium,none flagged yet,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/app.py,2133,baseline-captured,split,medium,mechanical split left a duplicated import header and a 2k+ line shell module,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/commands.py,1078,baseline-captured,split,medium,large command dispatch module with copied imports and handler density,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/constants.py,22,baseline-captured,keep,medium,none flagged yet,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/models.py,152,baseline-captured,keep,medium,none flagged yet,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/mpl_helpers.py,51,baseline-captured,keep,medium,none flagged yet,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/parity_registry.py,176,baseline-captured,keep,medium,none flagged yet,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/presets.py,180,baseline-captured,keep,medium,none flagged yet,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/reporting.py,982,baseline-captured,refactor,medium,none flagged yet,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/spectrum_ops.py,979,baseline-captured,refactor,medium,none flagged yet,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/ui_builder.py,2440,baseline-captured,split,medium,large mixed-responsibility widget builder with copied imports,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
testing_validation,testing_validation/compare_fluxforge_against_testing.py,329,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/conftest.py,12,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/gui_desktop_driver.py,692,baseline-captured,refactor,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/gui_probe.py,130,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_activation.py,43,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_activation_pipeline_basics.py,41,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
